"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","81","86","6","53.537621","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","60","66","2","34.975628","0","0"
"Globals","0","2715","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","36","38","1","25.922928","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","879","904","1","484.829315","90","92"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","148","148","1","121.565117","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","20","20","1","4.921424","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","10","1","3.810557","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","49","51","1","44.505104","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","10","10","1","7.749380","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","15","15","1","12.893659","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","2.452944","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","10","10","1","6.082696","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","573","623","1","221.959213","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","27","27","1","21.780890","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","10","10","1","6.095487","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","128","128","1","107.380669","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","6","1","7.559525","0","0"
"/OculusVR/Materials/OculusMR_WhiteMaterial.OculusMR_WhiteMaterial","0","10","10","1","6.459530","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","10","10","1","7.961545","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey_Lit.OculusMR_ChromaKey_Lit","0","31","31","1","182.969604","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","4","4","1","2.703850","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","4","1","2.561296","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","12","12","1","8.184067","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","12","12","1","8.397602","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","29","29","1","24.014746","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","9","10","1","6.591584","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","19","20","1","13.356884","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","20","20","1","7.774373","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","3.143950","0","0"
"/Game/DustinsFolder/EnemyDiedMat.EnemyDiedMat","0","143","143","1","132.781982","0","0"
"/Game/DustinsFolder/laser.laser","0","143","143","1","133.203125","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","9","10","1","5.929553","0","0"
"/Game/MadisonsFolder/Textures/UFO1/TX_UFO.TX_UFO","0","15","15","1","15.226383","0","0"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","39","39","1","32.609558","0","0"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","22","22","1","13.419801","0","0"
"/Game/VirtualReality/Materials/M_ArcEndpoint.M_ArcEndpoint","0","43","43","1","47.649483","0","0"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","12","12","1","8.709528","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","42","42","1","26.381702","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","26","26","1","15.746994","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","38","38","1","20.802149","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","34","34","1","19.150141","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","87","87","1","77.540031","0","0"
"/Game/DustinsFolder/ball.ball","0","143","143","1","125.865105","0","0"
"/Game/DustinsFolder/particlematerial.particlematerial","0","143","143","1","121.510895","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","24","24","1","22.908913","0","0"
"/Game/DustinsFolder/lasersquaremat.lasersquaremat","0","143","143","1","121.781822","0","0"
"/Game/DustinsFolder/RingMat.RingMat","0","115","115","1","112.296349","0","0"
"/Game/MadisonsFolder/Meshes/Gun_BowlingPin/lambert1.lambert1","0","15","15","1","13.876147","0","0"
"/Game/MadisonsFolder/Textures/Gun1/Gun_PinShooter.Gun_PinShooter","0","15","15","1","14.294380","0","0"
"/Game/RobertFunZone/Gun/lambert1.lambert1","0","24","24","1","24.647810","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","32","32","1","18.507469","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","26","26","1","15.263668","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","34","34","1","18.492014","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","34","34","1","18.948328","0","0"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","60","60","1","47.944553","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","24","24","1","23.540813","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","68","68","1","52.543827","0","0"
"/Game/DustinsFolder/ekectrucbean.ekectrucbean","0","143","143","1","120.096123","0","0"
"/Game/DustinsFolder/UFOTrailMat.UFOTrailMat","0","143","143","1","123.005173","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","52","52","1","27.866367","0","0"
"/Game/DustinsFolder/UFOSpawnTrailMat.UFOSpawnTrailMat","0","115","115","1","89.691124","0","0"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","39","39","1","23.338802","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Glass.M_Glass","0","216","216","2","637.036255","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","48","48","1","48.168251","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","111","117","1","80.059799","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","48","48","1","52.641781","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Floor.M_Floor","0","24","24","1","31.244627","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","48","48","1","52.575478","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","48","48","1","46.698151","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","48","48","1","46.305599","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","48","48","1","44.319252","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","48","48","1","44.335114","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","48","48","1","45.625908","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","48","48","1","46.040874","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","48","48","1","46.021957","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","48","48","1","45.728718","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","48","48","1","45.578297","0","0"
"/Game/Stephens_Folder/Hero_Models/Gun_1/GunMainMaterial.GunMainMaterial","0","24","24","1","26.110062","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/UFO_1/UFO_Material.UFO_Material","0","24","24","1","27.639393","0","0"
"/Game/Stephens_Folder/Hero_Models/UFO_1/MainShip_RevisedUvs.MainShip_RevisedUvs","0","15","15","1","15.236761","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","24","24","1","26.955963","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","24","24","1","27.500839","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","24","24","1","27.253271","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","24","24","1","26.957886","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","24","24","1","27.265961","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","24","24","1","27.785425","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","45","45","1","125.179337","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","24","24","1","26.081196","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","143","143","1","137.915421","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","24","24","1","27.434414","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","45","45","1","140.972321","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","24","24","1","27.318047","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","24","24","1","28.598782","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","24","24","1","29.320425","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","24","24","1","29.119410","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","24","24","1","27.914326","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","24","24","1","28.524593","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","24","24","1","28.527493","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","24","24","1","28.987480","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","24","24","1","28.092730","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","24","24","1","27.672041","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","24","24","1","27.763264","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","24","24","1","27.366735","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","24","24","1","27.424410","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","24","24","1","27.010792","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","24","24","1","27.636024","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","24","24","1","26.989391","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","24","24","1","27.562895","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","24","24","1","27.752993","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","24","24","1","27.945423","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","24","24","1","28.064545","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","24","24","1","27.282631","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","24","24","1","27.188412","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","24","24","1","27.514977","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","24","24","1","27.708078","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","24","24","1","27.083622","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","24","24","1","27.388678","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","24","24","1","27.352261","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","24","24","1","27.937086","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","24","24","1","27.933659","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","24","24","1","27.134075","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","24","24","1","27.183439","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","24","24","1","27.392862","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","24","24","1","31.641638","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","24","24","1","30.672548","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","24","24","1","26.700539","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","33","33","1","34.911034","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","24","24","1","26.349064","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","26","26","1","16.391188","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","8","8","2","5.467895","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","24","24","1","25.330507","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","24","24","1","26.721716","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","24","24","1","25.827818","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","24","24","1","25.325577","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","24","24","1","25.439400","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Flora_twoSides.Flora_twoSides","0","194","202","2","145.369995","0","101"
"/Game/DustinsFolder/FireThingMat.FireThingMat","0","72","72","1","65.312080","0","0"
"/Game/MadisonsFolder/Meshes/Imports/lambert1.lambert1","0","15","15","1","13.781826","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Flora_back.Flora_back","0","318","334","2","210.148422","0","167"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/bese_material.bese_material","0","228","236","4","199.974319","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/ground/Terrain.Terrain","0","200","200","5","144.760910","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Sky.Sky","0","4","4","1","2.502727","0","0"
"/Game/MadisonsFolder/Material_assets/Landscape_mat.Landscape_mat","0","67","67","3","50.211288","0","0"
"/Game/DustinsFolder/FireflyMat.FireflyMat","0","143","143","1","128.982300","0","0"
"/Game/MadisonsFolder/Material_assets/FenceBarrier_TX_Mat.FenceBarrier_TX_Mat","0","15","15","1","14.344271","0","0"
"/Game/DustinsFolder/alienfootage/9Alien_Video_Mat.9Alien_Video_Mat","0","15","15","1","15.027079","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","48","48","1","42.697639","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/base_Water.base_Water","0","15","15","1","15.663668","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Ground.Ground","0","24","24","1","29.092485","0","0"
"/Game/DustinsFolder/alienfootage/NewMediaPlayer_Video_Mat.NewMediaPlayer_Video_Mat","0","15","15","1","15.122183","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","4","4","1","2.772244","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","4","4","1","2.749098","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/UFO_1_Revised/UFO1_ReviseTextures.UFO1_ReviseTextures","0","15","15","1","15.654767","0","0"
"/Game/Stephens_Folder/Hero_Models/UFO_1_Revised/MainShip_RevisedUvs.MainShip_RevisedUvs","0","15","15","1","14.976246","0","0"
"/Game/Stephens_Folder/Hero_Models/Gun_1_Revised/GunMainMaterial.GunMainMaterial","0","15","15","1","14.388417","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/Gun_1_Revised/Gun1_RevisedTextures.Gun1_RevisedTextures","0","24","24","1","26.162794","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","48","48","1","44.127277","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Under.M_SportsCar_Under","0","48","48","1","43.920822","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","48","48","1","43.471581","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","48","48","1","43.460861","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Blank.M_Blank","0","24","24","1","18.816950","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","24","24","1","27.290356","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","24","24","1","27.304836","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","15","15","1","14.873490","0","0"
